ConditionCode,ConditionName,NumSSGEvents,MeanStableIPI_ms,SDStableIPI_ms,ModeStableIPI_ms,Q1StableIPI_ms,Q3StableIPI_ms,MeanAnchorDistance_m,SDAnchorDistance_m,ModeAnchorDistance_m,Q1AnchorDistance_m,Q3AnchorDistance_m,PercentSameAnchorWithinSSG
C5,two_targets_moving_anchor_random,438,13.1410124912038,7.13988266278994,5.72531290586617,8.7763064204235,14.8862914896611,0.377707119624008,0.205426811353365,0.16429664429585,0.252057316998533,0.427289065254482,98.4018264840183
C2,two_targets_stationary_anchor_random,78,10.30315961118,5.29898430338797,5.87652401643127,7.2664660017086,11.8031223364939,0.296013940761639,0.152173851461866,0.168899986907857,0.208891884203002,0.338715610690048,100
