SeqID,SSG_ID,GroupSize,FirstCall,LastCall,SequenceLength_calls,NormalisedPosition_percent,StableIPI_ms,WithinCV,LeftFlankRatio,RightFlankRatio,AnchorDistance_m,NearestDistance_m,AnchorSameWithinSSG,AnchorSwitchWithinSSG,ConditionName
4232,150,2,239,240,250,95.8,10.8121539392624,0.0371898839275494,1.4409136468134,1.42443264167409,0.310811159021925,0.310811159021925,1,0,two_targets_moving_anchor_random
4233,151,2,17,18,224,7.8125,21.4585079493276,0.0451346851990061,1.42166706596964,1.20542341100677,0.616363345893928,0.616363345893928,1,0,two_targets_moving_anchor_random
4233,152,2,21,22,224,9.59821428571429,16.510091522931,0.047473579358963,1.48215564503914,1.32445319972613,0.474680214561449,0.474680214561449,1,0,two_targets_moving_anchor_random
4233,153,2,34,35,224,15.4017857142857,7.69317809258768,0.0175342783147097,2.28387531011985,2.17536366169803,0.220823374520684,0.220823374520684,1,0,two_targets_moving_anchor_random
4233,154,2,79,80,224,35.4910714285714,7.17850463828567,0.0201816790468014,1.85907604067485,1.87175219552049,0.205821702080769,0.205821702080769,1,0,two_targets_moving_anchor_random
4233,155,2,117,118,224,52.4553571428571,9.24074150391856,0.0325687284317842,1.34094533655409,1.38470182520394,0.265187067930477,0.265187067930477,1,0,two_targets_moving_anchor_random
4233,156,2,210,211,224,93.9732142857143,8.6446606664307,0.0341326652304961,1.41639407754503,1.54410134801388,0.248213583419638,0.248213583419638,1,0,two_targets_moving_anchor_random
4234,157,3,30,32,38,81.5789473684211,6.73359005175838,0.0477686584151963,1.71808055407444,1.59458555393129,0.193705915812613,0.193705915812613,1,0,two_targets_moving_anchor_random
4237,158,2,27,28,33,83.3333333333333,8.16105438464752,0.0254746821330915,1.46818478139801,1.27875087017085,0.234203219697803,0.234203219697803,1,0,two_targets_moving_anchor_random
4240,159,2,53,54,250,21.4,7.93384540336467,0.0249948975299997,2.15524043117353,2.12904963015112,0.227607618789343,0.227607618789343,1,0,two_targets_moving_anchor_random
4240,160,2,57,58,250,23,9.93685460386145,0.0393656921908618,1.52228510452166,1.57899430064152,0.285780640292461,0.285780640292461,1,0,two_targets_moving_anchor_random
