Response,Phi,BinIndex,DistanceBinMid_m,DistanceBinStart_m,DistanceBinEnd_m,NumRows,MeanValue,SDValue,MedianValue,Q1,Q3,IQR,P10,P90,P10P90Width
CallRate_Hz,0.5,4,0.933333333333333,0.8,1.06666666666667,108,27.576620971342,2.65049521370652,27.4645923232499,25.3272890036418,29.5823904921156,4.25510148847376,24.326491767056,31.3371566040928,7.01066483703682
CallRate_Hz,0.5,5,1.2,1.06666666666667,1.33333333333333,86,21.1035955909412,1.43431992875918,20.8633959769998,19.9925571014938,22.0402305088349,2.0476734073411,19.3676046109476,23.1570318129922,3.78942720204455
CallRate_Hz,0.5,6,1.46666666666667,1.33333333333333,1.6,60,17.1816230046021,1.03789730201421,16.9663135924282,16.5511387373331,17.8400634996308,1.28892476229769,16.0425314604929,18.5400658006306,2.49753434013768
CallRate_Hz,0.5,7,1.73333333333333,1.6,1.86666666666667,57,14.7345825842319,0.669598723985575,14.708350663163,14.2529753963184,15.1814409727238,0.928465576405403,13.7993224125601,15.5690486330819,1.76972622052176
CallRate_Hz,0.5,8,2,1.86666666666667,2.13333333333333,53,12.6135040239831,0.552467140732994,12.5197326825572,12.2161572313855,13.0827761186408,0.866618887255326,11.9364987566237,13.3767585460997,1.44025978947601
CallRate_Hz,0.5,9,2.26666666666667,2.13333333333333,2.4,39,11.2295534620728,0.39684692457839,11.2490688252767,10.9449618953171,11.5099255801952,0.564963684878084,10.6615442895815,11.7598168935911,1.09827260400965
CallRate_Hz,0.5,10,2.53333333333333,2.4,2.66666666666667,37,10.0284121486759,0.348053833094804,10.0419539752995,9.70487697187711,10.331471000513,0.62659402863587,9.54691896592394,10.4627779343741,0.915858968450113
CallRate_Hz,0.5,11,2.8,2.66666666666667,2.93333333333333,36,9.17090370074673,0.24504281922858,9.17989258707186,8.91777190259836,9.38992359628446,0.472151693686101,8.82962227298825,9.45487201474483,0.625249741756578
CallRate_Hz,0.5,12,3.06666666666667,2.93333333333333,3.2,33,8.38216317360929,0.254562130249171,8.33796317970063,8.16678924508671,8.58463797415231,0.4178487290656,8.05832281499314,8.7541626280853,0.69583981309216
CallRate_Hz,0.5,13,3.33333333333333,3.2,3.46666666666667,34,7.73743992593625,0.156282832392236,7.72327274805168,7.60738326026966,7.84727622933545,0.239892969065783,7.55209767604619,7.94881389331978,0.396716217273588
CallRate_Hz,0.5,14,3.6,3.46666666666667,3.73333333333333,27,7.22072499993672,0.180966782886603,7.17924035604352,7.07528443463408,7.37898133322827,0.303696898594183,6.99605381067191,7.44379417850491,0.447740367833001
CallRate_Hz,0.5,15,3.86666666666667,3.73333333333333,4,30,6.80084725644537,0.13836008926071,6.80588939150608,6.66179549062961,6.92006703967991,0.258271549050296,6.62136945802033,6.97434540068642,0.3529759426661
