Response,PhiPair,NumBins,SlopeAbsDiffPerM,InterceptAbsDiff,PValue,RSquared
Tcall_ms,0.0_vs_0.5,17,0.0137055778949353,0.341125874373663,0.766521533673704,0.00605829218302756
Tcall_ms,0.0_vs_1.0,17,0.0955683612884637,0.7936373548412,0.237150729493376,0.0918014847573035
Tcall_ms,0.5_vs_1.0,17,0.0847617152022345,0.467543779116031,0.0543502479639192,0.225057743714057
