SweepName,Response,ConditionValue,DistanceBinMid_m,N,Mean_ms,SD_ms,Median_ms,Q1_ms,Q3_ms
phi,Ta_ms,0,2.8,40,16.1788938626725,0.399145733240221,16.2664820138747,15.9365409335005,16.4966042154884
phi,Ta_ms,0,3.06666666666667,32,17.6035371056312,0.454528067967024,17.6119958698053,17.2428005794574,18.0165339839007
phi,Ta_ms,0,3.33333333333333,34,19.2486292686047,0.465016038176837,19.270079103015,18.8072889500476,19.7079381423958
phi,Ta_ms,0,3.6,26,20.7454981592151,0.537037931467631,20.6140933287511,20.2598490051653,21.2408063248599
phi,Ta_ms,0,3.86666666666667,32,22.1864247045039,0.541043209608029,22.0915543050047,21.6860818709943,22.710907830364
phi,Ta_ms,0,4.13333333333333,21,23.7909171705101,0.402085734719696,23.8787871409983,23.5157446520155,24.0597812700581
phi,Ta_ms,0,4.4,21,25.1833064609064,0.472281711626858,25.1461349642428,24.7531430793068,25.6857236098551
phi,Ta_ms,0,4.66666666666667,6,26.4162123120502,0.322723261414293,26.3211704083712,26.1423403174533,26.6107334069837
phi,Ta_ms,0.5,0.133333333333333,197,1.41650947834903,0.28650070157276,1.38789983123643,1.20106337104154,1.59883064401342
phi,Ta_ms,0.5,0.4,245,2.52005286213011,0.522636982000566,2.48960378645958,2.09234334828734,2.91467437504378
phi,Ta_ms,0.5,0.666666666666667,141,4.29388584424126,0.558007296470369,4.25854863213794,3.85029205781,4.76764144976608
phi,Ta_ms,0.5,0.933333333333333,99,6.16043002521067,0.523744499380919,6.17667494955359,5.7786236389773,6.53750431546165
phi,Ta_ms,0.5,1.2,71,7.9258821487043,0.524134100498844,7.91386386260268,7.5280700276981,8.32032027774932
phi,Ta_ms,0.5,1.46666666666667,68,9.5952710008662,0.601953155210897,9.51614933617448,9.1357969277191,10.1800483311491
phi,Ta_ms,0.5,1.73333333333333,48,11.3319221460769,0.522181752306719,11.4222590820846,10.8739086419046,11.7068579598784
phi,Ta_ms,0.5,2,47,12.8054080933716,0.47064106903854,12.645792908906,12.3926231805353,13.2848593988574
phi,Ta_ms,0.5,2.26666666666667,39,14.3824406756502,0.487138470391149,14.2699807722222,13.952958573498,14.8220569642848
phi,Ta_ms,0.5,2.53333333333333,42,16.1427231617308,0.49963688283396,16.1719822618006,15.6911630211581,16.57035474907
phi,Ta_ms,0.5,2.8,31,17.4234696819058,0.514499468654643,17.4029807731829,17.0668220471919,17.84622785142
phi,Ta_ms,0.5,3.06666666666667,40,19.0713332742701,0.466093787174865,19.0504736338098,18.7577592982639,19.4479440143267
phi,Ta_ms,0.5,3.33333333333333,27,20.6053444471304,0.516955711071616,20.5036212166486,20.1902629566143,21.1362461234517
phi,Ta_ms,0.5,3.6,25,22.0381997294299,0.402906736779328,22.0365602342727,21.7749113958604,22.2819900569768
phi,Ta_ms,0.5,3.86666666666667,26,23.4101539818994,0.488737493810388,23.3118411681415,22.9700198760577,23.6165444299759
phi,Ta_ms,0.5,4.13333333333333,23,25.0665836294458,0.574217564978831,25.2905491510204,24.5881638751522,25.4870545052632
phi,Ta_ms,0.5,4.4,27,26.6097248344947,0.522369246619344,26.4564140027946,26.1451377244725,27.1029973245959
phi,Ta_ms,0.5,4.66666666666667,2,27.6207320633572,0.282467115676912,27.6207320633572,27.4209976503998,27.8204664763145
phi,Ta_ms,1,0.133333333333333,175,1.62800109635432,0.392961629986906,1.58765740761627,1.34777736702074,1.85846843606078
phi,Ta_ms,1,0.4,195,3.07469073245782,0.695172375263582,3.0618840311808,2.54986727432747,3.53211722568107
phi,Ta_ms,1,0.666666666666667,114,5.10381485175102,0.718353156947793,5.07770137081967,4.51070895006018,5.70375954194942
phi,Ta_ms,1,0.933333333333333,74,6.99883966076958,0.621380304284309,7.01106416832358,6.54534734016751,7.43383089009138
phi,Ta_ms,1,1.2,73,9.08751336917727,0.706398602279774,9.03153641304254,8.50646101364719,9.61683051392524
phi,Ta_ms,1,1.46666666666667,56,11.0961634898943,0.596104455573507,11.0713963810004,10.7177881278054,11.5498366565843
phi,Ta_ms,1,1.73333333333333,40,12.8486466066195,0.548953158959227,12.9887003014439,12.403958944556,13.3240213727579
phi,Ta_ms,1,2,43,14.2900951844743,0.538843703324748,14.3247139456234,13.8734910070312,14.7275892812754
phi,Ta_ms,1,2.26666666666667,38,15.859532835941,0.470329509235676,15.7926385689722,15.5474467397269,16.1622134379246
phi,Ta_ms,1,2.53333333333333,34,17.3478050870494,0.519075456747185,17.3316695953783,16.9888043962065,17.765509873977
phi,Ta_ms,1,2.8,32,19.029966356594,0.512355637321589,19.1463651566882,18.6272383008006,19.4172730755675
phi,Ta_ms,1,3.06666666666667,29,20.4763825362156,0.474735506058877,20.5187642859249,20.0699844883075,20.8924588725925
phi,Ta_ms,1,3.33333333333333,32,22.0719944944645,0.543893257198356,22.1817069495899,21.6757582565201,22.4595044555022
phi,Ta_ms,1,3.6,25,23.5984422202493,0.565704172664301,23.7246813259893,23.0234767056328,24.157457891006
phi,Ta_ms,1,3.86666666666667,28,25.2072390534327,0.49126788034482,25.3099115933774,24.8714884287782,25.5747174051599
phi,Ta_ms,1,4.13333333333333,22,26.7329454727398,0.503268442654983,26.7951197197935,26.3061274701051,27.1806684191109
phi,Ta_ms,1,4.4,19,28.1181146467373,0.332699187001597,28.1224294703983,27.934192755128,28.3118094426823
phi,Ta_ms,1,4.66666666666667,2,29.3257122298162,0.328950493983942,29.3257122298162,29.0931091048455,29.558315354787
phi,Tb_ms,0,0.133333333333333,228,5.85783388247794,0.970652903015742,5.74302755335561,5.02579710399953,6.7051252654242
phi,Tb_ms,0,0.4,280,11.0478437030965,2.20955775837262,10.8256850182884,9.16896423106331,12.8352531036198
phi,Tb_ms,0,0.666666666666667,157,18.9649756470522,2.21188194621736,18.9016277549529,16.9629105073402,20.8787985610126
phi,Tb_ms,0,0.933333333333333,115,26.6812943782428,2.29333692957175,26.7363633350514,24.428737583255,28.7101747622845
phi,Tb_ms,0,1.2,92,34.5189348431271,2.19424130329088,34.6860305444006,32.4646464443276,36.390150057816
phi,Tb_ms,0,1.46666666666667,65,42.0781482061196,2.06348966908113,42.0447435174217,40.7182517676473,43.7289666752876
phi,Tb_ms,0,1.73333333333333,72,49.6032765425555,2.39130319936831,49.3954641340126,47.6857189359085,51.9938659832211
phi,Tb_ms,0,2,57,57.7075476159161,2.2594413875134,57.8329686459927,55.8426384057254,59.5761377077509
phi,Tb_ms,0,2.26666666666667,39,64.9618333146755,1.90741053340118,64.9132243302363,63.4813694412452,66.3952857182077
phi,Tb_ms,0,2.53333333333333,41,72.52740046815,2.25558766661996,72.5563193988582,70.3544150967425,74.1659088753843
phi,Tb_ms,0,2.8,40,80.8944693133624,1.9957286662011,81.3324100693736,79.6827046675023,82.4830210774421
phi,Tb_ms,0,3.06666666666667,32,88.0176855281558,2.27264033983512,88.0599793490264,86.2140028972869,90.0826699195033
