Response,PhiPair,NumBins,SlopeAbsDiffPerM,InterceptAbsDiff_ms,PValue,RSquared
Ta_ms,0.0_vs_0.5,18,0.209620651990576,0.60794041776866,0.00049784132510563,0.541663222601837
Ta_ms,0.0_vs_1.0,18,0.476800651472633,1.32658204393244,3.82797049559571e-05,0.663833557891901
Ta_ms,0.5_vs_1.0,18,0.267179999482057,0.718641626163776,6.94666967398142e-05,0.638579993693056
Tb_ms,0.0_vs_0.5,18,1.04810325995288,3.03970208884331,0.00049784132510562,0.541663222601833
Tb_ms,0.0_vs_1.0,18,2.38400325736317,6.63291021966218,3.82797049559588e-05,0.6638335578919
Tb_ms,0.5_vs_1.0,18,1.33589999741029,3.59320813081888,6.94666967398097e-05,0.638579993693056
