Response,PhiPair,NumBins,SlopeAbsDiffPerM,InterceptAbsDiff,PValue,RSquared
IPI_ms,0.0_vs_0.5,17,3.31382537969006,2.21662676351903,2.23779407852657e-08,0.882711840710273
IPI_ms,0.0_vs_1.0,17,6.14273604247218,7.39915770017092,2.32065382559854e-07,0.840245641618484
IPI_ms,0.5_vs_1.0,17,2.82891066278212,5.1825309366519,1.72876720551266e-05,0.718690502896199
