Response,Phi,NumRows,Slope,Intercept,RSquared
Tcall_ms,0,1588,1.09109729377727,0.325455516842324,0.902014495442314
Tcall_ms,0.5,1340,1.08220136944319,0.548878887671938,0.852276142820151
Tcall_ms,1,1111,1.00844117693697,0.937782385116908,0.784854753500741
